transaction_id,amount,payment_method,failure_reason,customer_age_days,previous_successful_payments,previous_failed_payments,retry_count,time_since_failure_hours,customer_avg_amount,is_subscription,recovered
TXN008569,698.37,Card,Expired Card,447,14,3,4,7.63,644.25,1,0
TXN008570,1414.27,UPI,Network Error,531,20,4,0,11.26,646.17,0,1
TXN008571,734.93,UPI,Insufficient Funds,733,21,2,0,6.11,567.66,0,0
TXN008572,1425.89,UPI,Bank Decline,317,17,6,4,7.38,566.15,1,0
TXN008573,889.69,UPI,Insufficient Funds,744,21,1,0,17.84,3591.62,0,0
TXN008574,1615.7,UPI,Expired Card,136,20,6,0,4.46,2090.62,1,1
TXN008575,455.26,Net Banking,Insufficient Funds,974,19,8,4,13.03,725.07,1,1
TXN008576,1304.53,UPI,Expired Card,1496,14,0,1,59.83,830.1,1,0
TXN008577,615.93,Card,Expired Card,1293,15,1,0,44.31,367.92,1,1
TXN008578,274.66,UPI,Bank Decline,1201,24,4,0,8.84,700.49,0,0
TXN008579,945.17,UPI,Insufficient Funds,933,17,4,1,5.49,2170.65,1,1
TXN008580,4370.73,UPI,Bank Decline,1436,19,2,0,84.93,871.99,1,0
TXN008581,295.09,UPI,Bank Decline,1055,15,3,0,4.41,1528.87,1,1
TXN008582,1221.03,Card,Expired Card,1018,17,5,0,30.78,746.25,1,1
TXN008583,2248.05,Net Banking,Insufficient Funds,455,18,4,1,56.08,855.87,1,0
TXN008584,8690.86,UPI,Limit Exceeded,166,24,4,0,123.12,1651.63,1,1
TXN008585,703.71,Card,Limit Exceeded,1247,16,5,3,10.23,1307.47,0,1
TXN008586,620.92,Card,Insufficient Funds,694,20,5,1,9.93,498.51,1,1
TXN008587,383.74,Net Banking,Expired Card,854,21,4,4,20.05,952.6,0,1
TXN008588,3060.9,Card,Expired Card,496,13,5,2,9.11,402.56,1,0
TXN008589,502.37,Card,Limit Exceeded,286,16,3,0,4.83,4200.82,1,1
TXN008590,785.61,Card,Insufficient Funds,87,18,2,2,6.53,1185.65,1,1
TXN008591,207.67,Net Banking,Insufficient Funds,1155,12,5,1,1.6,397.07,0,1
TXN008592,2429.83,UPI,Bank Decline,176,13,5,1,4.78,2449.07,0,1
TXN008593,3110.17,UPI,Bank Decline,1120,21,5,1,3.68,645.67,0,1
TXN008594,2347.71,Net Banking,Limit Exceeded,386,16,7,1,11.17,1141.58,0,0
TXN008595,258.58,Card,Limit Exceeded,866,20,4,0,69.34,1414.9,1,0
TXN008596,1893.98,Card,Authentication Failed,117,18,4,2,20.43,1132.18,0,1
TXN008597,243.37,Card,Insufficient Funds,170,18,6,0,3.78,2175.27,0,1
TXN008598,1155.44,UPI,Insufficient Funds,421,10,6,0,42.97,1236.65,0,0
TXN008599,1318.92,Card,Expired Card,646,15,6,1,3.08,1243.82,0,1
TXN008600,1449.78,Card,Bank Decline,161,12,7,2,13.43,747.02,1,1
TXN008601,1774.32,UPI,Bank Decline,200,16,2,2,18.33,365.95,1,1
TXN008602,1088.73,Card,Network Error,691,17,4,0,8.09,855.22,1,1
TXN008603,187.51,Net Banking,Insufficient Funds,831,20,3,0,28.73,636.65,0,0
TXN008604,1775.09,UPI,Expired Card,27,20,3,0,2.6,878.4,1,1
TXN008605,1197.33,Card,Bank Decline,829,27,8,1,13.45,1705.54,0,1
TXN008606,486.7,UPI,Expired Card,1029,16,7,0,7.43,601.53,0,0
TXN008607,267.08,Card,Limit Exceeded,115,22,1,3,0.2,1402.94,1,1
TXN008608,4385.33,UPI,Insufficient Funds,405,20,4,0,11.41,861.08,0,0
TXN008609,3321.5,Card,Authentication Failed,936,19,5,1,9.19,759.43,0,1
TXN008610,2070.12,Net Banking,Network Error,878,18,2,1,3.57,412.97,0,0
TXN008611,596.65,UPI,Authentication Failed,135,19,2,1,8.6,556.98,0,0
TXN008612,113.83,Net Banking,Insufficient Funds,286,18,3,0,3.31,500.18,0,1
TXN008613,2182.47,Wallet,Network Error,433,24,1,0,10.47,1620.8,1,1
TXN008614,1525.41,UPI,Bank Decline,1057,12,9,1,9.9,1897.27,0,1
TXN008615,782.74,UPI,Limit Exceeded,911,16,2,0,17.13,394.64,0,0
TXN008616,3017.93,Wallet,Network Error,350,13,5,0,5.81,481.02,0,1
TXN008617,2352.42,Wallet,Network Error,1431,16,6,3,3.98,2419.52,0,0
TXN008618,1284.96,UPI,Authentication Failed,610,28,3,1,22.57,2230.47,0,1
TXN008619,1131.79,UPI,Bank Decline,1325,22,6,0,27.74,3406.04,0,0
TXN008620,1148.11,UPI,Insufficient Funds,202,16,4,0,0.95,3162.95,1,1
TXN008621,2022.21,Wallet,Network Error,899,15,4,0,13.31,872.95,1,0
TXN008622,506.88,UPI,Network Error,739,13,2,4,11.77,1929.63,1,1
TXN008623,1609.03,Card,Bank Decline,162,16,4,0,10.37,1386.61,1,1
TXN008624,478.89,Net Banking,Network Error,446,21,3,1,0.41,2119.83,0,1
TXN008625,3651.52,UPI,Authentication Failed,107,15,5,0,14.08,960.05,0,0
TXN008626,1770.32,Card,Limit Exceeded,754,10,5,0,18.31,2989.52,0,1
TXN008627,590.28,UPI,Insufficient Funds,506,13,4,0,30.95,364.15,1,0
TXN008628,1179.13,Net Banking,Insufficient Funds,1315,15,2,2,26.97,2012.75,1,1
TXN008629,508.56,UPI,Authentication Failed,1099,28,1,4,4.37,467.59,0,1
TXN008630,4245.87,Card,Expired Card,392,15,4,0,48.48,1222.36,0,0
TXN008631,4724.84,Card,Authentication Failed,1482,17,2,0,1.51,452.98,1,1
TXN008632,2052.06,UPI,Bank Decline,144,14,9,0,14.4,572.88,0,0
TXN008633,4451.48,UPI,Limit Exceeded,254,22,5,0,4.53,534.89,0,1
TXN008634,1257.17,UPI,Expired Card,109,16,4,0,20.62,835.52,1,1
TXN008635,2180.18,UPI,Bank Decline,516,16,3,1,30.21,1736.66,0,0
TXN008636,3301.9,Net Banking,Network Error,1405,26,4,1,30.24,1913.08,1,1
TXN008637,1090.98,Net Banking,Network Error,733,29,2,1,5.59,1059.19,0,1
TXN008638,1169.1,Card,Network Error,1185,19,3,0,9.45,2619.37,1,1
TXN008639,2540.94,Card,Limit Exceeded,93,22,2,1,8.08,679.05,1,0
TXN008640,1962.25,Card,Limit Exceeded,886,21,6,1,1.72,1432.47,0,1
TXN008641,555.62,Net Banking,Authentication Failed,937,19,5,1,28.91,1704.82,0,0
TXN008642,153.22,Card,Limit Exceeded,1239,21,3,1,7.66,1201.81,0,1
TXN008643,936.38,UPI,Network Error,1013,18,4,1,9.8,1974.0,1,0
TXN008644,166.13,UPI,Bank Decline,1208,15,4,0,20.5,400.85,1,1
TXN008645,449.48,Card,Limit Exceeded,1020,15,1,1,17.76,689.35,1,1
TXN008646,499.27,Card,Network Error,264,24,3,0,32.62,575.95,1,1
TXN008647,657.35,Card,Bank Decline,279,19,6,1,10.45,1472.22,0,0
TXN008648,2294.78,UPI,Network Error,869,18,4,1,39.54,1356.85,0,1
TXN008649,2790.32,Card,Insufficient Funds,854,20,3,0,80.21,943.17,0,0
TXN008650,1733.45,UPI,Expired Card,1054,15,4,1,7.83,1130.92,0,1
TXN008651,1937.7,UPI,Bank Decline,831,18,4,0,3.22,763.18,0,1
TXN008652,1979.32,UPI,Bank Decline,601,19,5,0,3.3,2778.34,0,1
TXN008653,115.91,UPI,Authentication Failed,406,18,4,2,8.81,801.87,0,1
TXN008654,1106.74,Card,Limit Exceeded,359,14,5,2,9.6,1373.47,1,0
TXN008655,217.72,UPI,Limit Exceeded,810,16,9,3,58.96,413.09,0,1
TXN008656,1734.07,Card,Network Error,1331,9,3,1,34.93,2729.99,1,1
TXN008657,166.7,Card,Limit Exceeded,16,10,4,1,66.05,1111.14,0,0
TXN008658,932.25,UPI,Limit Exceeded,1073,18,4,1,15.46,892.93,1,1
TXN008659,1795.42,UPI,Network Error,1081,11,5,2,0.67,1754.94,1,1
TXN008660,401.02,Net Banking,Authentication Failed,725,17,2,1,7.4,1214.74,1,1
TXN008661,2605.93,Card,Insufficient Funds,113,12,4,2,35.45,1266.76,0,0
TXN008662,1730.14,UPI,Authentication Failed,777,16,0,0,13.87,1489.25,1,1
TXN008663,1544.94,UPI,Bank Decline,1265,17,6,0,17.43,888.16,0,0
TXN008664,2055.35,Card,Network Error,496,16,5,0,17.27,1038.51,0,1
TXN008665,793.71,Card,Insufficient Funds,681,23,3,0,65.53,682.49,0,0
TXN008666,1257.31,Card,Network Error,481,13,7,1,13.76,3014.28,0,1
TXN008667,1106.6,Card,Network Error,587,16,6,1,21.68,548.1,1,1
TXN008668,1084.32,UPI,Authentication Failed,853,22,6,1,1.84,475.14,1,0
TXN008669,598.95,UPI,Authentication Failed,1322,20,5,1,10.65,594.22,0,0
TXN008670,358.43,Net Banking,Authentication Failed,466,11,6,1,39.87,2586.14,0,1
TXN008671,809.83,Net Banking,Bank Decline,431,20,5,1,22.94,1019.92,1,1
TXN008672,770.66,UPI,Authentication Failed,335,13,5,1,11.49,935.3,0,1
TXN008673,565.07,Card,Bank Decline,1215,15,3,1,23.91,902.93,0,1
TXN008674,2361.02,UPI,Authentication Failed,773,17,9,0,2.4,1236.46,1,0
TXN008675,381.84,UPI,Insufficient Funds,512,13,3,1,29.41,932.53,0,1
TXN008676,939.78,UPI,Network Error,634,16,3,0,29.46,547.78,0,0
TXN008677,3132.87,UPI,Authentication Failed,484,19,2,1,27.28,1027.09,1,1
TXN008678,2485.47,Card,Authentication Failed,20,13,4,0,14.3,1098.86,0,1
TXN008679,3276.94,Card,Expired Card,896,13,4,0,0.67,561.24,0,1
TXN008680,644.39,UPI,Limit Exceeded,733,14,7,0,29.93,587.76,0,1
TXN008681,2221.33,UPI,Insufficient Funds,1123,23,6,0,0.94,952.96,1,0
TXN008682,421.29,Net Banking,Expired Card,1017,15,1,0,59.94,1107.55,1,1
TXN008683,855.52,UPI,Network Error,752,14,8,1,18.54,308.38,1,1
TXN008684,931.15,Card,Insufficient Funds,186,21,7,2,0.29,751.03,1,1
TXN008685,653.11,UPI,Insufficient Funds,572,16,4,3,2.03,286.79,0,0
TXN008686,791.85,Card,Insufficient Funds,311,21,0,1,18.0,2011.69,0,0
TXN008687,703.43,UPI,Expired Card,481,16,4,1,110.1,1544.58,0,1
TXN008688,452.98,UPI,Insufficient Funds,905,21,4,1,1.69,719.66,0,0
TXN008689,2370.3,UPI,Bank Decline,530,18,4,0,1.26,1215.19,0,1
TXN008690,930.57,UPI,Bank Decline,1141,19,3,0,20.32,593.33,0,0
TXN008691,1314.61,Card,Network Error,1445,16,5,3,17.47,1431.83,1,0
TXN008692,1270.8,Card,Expired Card,427,18,2,0,36.52,810.6,0,0
TXN008693,1152.0,UPI,Expired Card,417,17,9,1,35.71,3805.01,1,0
TXN008694,1192.16,UPI,Network Error,687,16,3,1,17.98,916.84,0,1
TXN008695,833.08,Card,Bank Decline,622,15,3,0,6.42,878.9,0,1
TXN008696,3930.64,Card,Bank Decline,529,24,1,2,21.14,965.67,0,1
TXN008697,2174.75,Wallet,Authentication Failed,335,18,4,0,3.67,599.41,0,1
TXN008698,1114.93,Card,Bank Decline,278,15,2,0,1.94,322.22,0,1
TXN008699,733.37,Card,Bank Decline,20,16,4,1,21.33,646.66,1,1
TXN008700,985.41,Card,Limit Exceeded,181,17,7,1,9.94,1983.82,1,0
TXN008701,1596.96,Net Banking,Bank Decline,164,12,2,2,25.15,511.38,1,0
TXN008702,4229.95,Net Banking,Limit Exceeded,628,12,5,3,1.47,696.04,0,1
TXN008703,318.7,UPI,Bank Decline,240,22,4,0,86.24,1000.58,0,0
TXN008704,1985.84,UPI,Expired Card,147,24,4,0,13.0,3068.75,0,0
TXN008705,3023.14,UPI,Insufficient Funds,125,18,5,0,40.12,2858.46,0,0
TXN008706,287.71,Card,Bank Decline,388,25,7,2,11.81,1079.73,1,0
TXN008707,931.66,Card,Bank Decline,695,19,5,2,5.08,1083.79,0,1
TXN008708,420.71,Card,Limit Exceeded,1440,16,2,1,6.99,177.66,0,1
TXN008709,1615.62,UPI,Authentication Failed,55,14,1,1,41.07,688.61,1,0
TXN008710,794.32,Card,Bank Decline,1400,22,2,0,21.71,1760.29,0,1
TXN008711,975.43,Net Banking,Limit Exceeded,1363,19,5,0,3.83,1244.24,0,0
TXN008712,757.52,UPI,Expired Card,155,12,4,0,7.78,1725.66,0,1
TXN008713,2096.76,Card,Authentication Failed,163,19,5,0,0.6,1359.15,1,0
TXN008714,1347.67,Card,Limit Exceeded,610,18,2,0,18.47,1180.67,0,1
TXN008715,1349.97,Net Banking,Insufficient Funds,158,27,5,3,8.39,607.94,0,0
TXN008716,1267.19,Net Banking,Expired Card,1491,14,4,0,1.01,1358.6,1,0
TXN008717,1835.81,Card,Network Error,382,13,0,0,31.33,3113.18,0,0
TXN008718,866.29,Card,Insufficient Funds,688,21,7,1,10.19,408.73,1,1
TXN008719,5067.98,Net Banking,Bank Decline,602,11,5,0,24.76,858.63,0,0
TXN008720,360.93,Card,Authentication Failed,1455,16,0,0,16.52,569.87,1,1
TXN008721,231.99,UPI,Authentication Failed,1078,20,3,4,11.44,3240.78,1,1
TXN008722,215.33,Card,Limit Exceeded,1365,21,2,0,1.99,1282.99,1,0
TXN008723,168.74,UPI,Authentication Failed,595,13,6,0,17.87,766.67,0,0
TXN008724,2009.93,UPI,Limit Exceeded,1029,11,7,1,14.64,976.09,0,0
TXN008725,1801.24,Net Banking,Insufficient Funds,782,19,3,0,79.97,2487.21,0,0
TXN008726,3251.91,Card,Bank Decline,1499,29,6,0,15.73,1121.64,0,1
TXN008727,423.7,UPI,Insufficient Funds,1275,21,4,2,14.07,1767.73,1,1
TXN008728,2145.04,UPI,Insufficient Funds,638,26,3,1,50.91,1204.06,0,1
TXN008729,1154.18,UPI,Insufficient Funds,268,17,2,0,11.75,4305.59,1,0
TXN008730,1274.01,UPI,Network Error,848,18,2,2,3.98,4441.15,0,0
TXN008731,1925.73,UPI,Limit Exceeded,1280,7,2,0,8.99,2440.64,1,0
TXN008732,555.21,Card,Authentication Failed,1082,11,6,0,6.19,597.14,0,1
TXN008733,11254.51,UPI,Network Error,495,23,2,2,12.74,618.14,1,1
TXN008734,3636.19,Card,Authentication Failed,1172,18,7,0,38.6,1076.34,0,1
TXN008735,679.57,UPI,Network Error,1402,10,6,3,0.15,1210.36,1,0
TXN008736,410.89,Wallet,Authentication Failed,257,17,9,0,13.54,1200.55,1,1
TXN008737,1013.22,UPI,Bank Decline,320,32,2,0,15.19,1221.82,0,0
TXN008738,1292.11,UPI,Bank Decline,1255,15,5,0,5.95,2378.95,0,1
TXN008739,2861.36,UPI,Authentication Failed,1086,18,2,1,13.95,1812.45,0,1
TXN008740,383.04,Card,Bank Decline,1369,21,3,1,40.5,820.57,0,0
TXN008741,1417.91,Card,Network Error,759,15,4,4,35.89,1422.47,1,0
TXN008742,276.96,UPI,Bank Decline,1013,16,4,1,3.98,3986.78,0,1
TXN008743,1624.12,Card,Expired Card,170,12,6,2,13.29,3503.74,1,0
TXN008744,995.5,UPI,Authentication Failed,1471,17,3,1,23.67,1022.32,0,1
TXN008745,6266.74,Card,Insufficient Funds,981,14,3,1,54.58,1137.32,0,0
TXN008746,272.76,Card,Authentication Failed,139,16,4,0,25.01,726.96,0,0
TXN008747,3765.17,UPI,Insufficient Funds,87,25,3,2,19.48,521.68,0,0
TXN008748,236.64,UPI,Bank Decline,356,18,3,1,5.04,1003.17,0,1
TXN008749,332.12,UPI,Insufficient Funds,140,17,7,1,12.73,335.53,0,0
TXN008750,242.41,UPI,Limit Exceeded,981,14,7,0,9.11,556.31,0,0
TXN008751,1373.77,Card,Insufficient Funds,1082,16,4,0,9.31,794.54,0,1
TXN008752,381.33,UPI,Network Error,500,16,5,0,5.23,1535.56,0,1
TXN008753,325.87,UPI,Bank Decline,208,22,2,1,7.32,1884.06,0,1
TXN008754,1316.18,UPI,Insufficient Funds,716,21,3,4,24.54,1665.53,0,1
TXN008755,1646.81,Wallet,Limit Exceeded,624,27,6,0,9.14,1245.88,0,0
TXN008756,1136.68,Net Banking,Insufficient Funds,762,11,6,0,1.17,905.87,0,1
TXN008757,947.67,UPI,Bank Decline,979,11,3,0,0.92,1296.14,0,1
TXN008758,5687.46,UPI,Bank Decline,1044,18,10,1,4.07,962.83,1,0
TXN008759,1250.44,UPI,Network Error,1415,17,9,1,4.57,3152.49,1,1
TXN008760,2264.53,Card,Expired Card,1231,21,2,1,51.11,618.58,0,0
TXN008761,1247.17,UPI,Insufficient Funds,171,24,2,4,15.61,1140.8,1,0
TXN008762,408.26,Card,Bank Decline,567,19,4,2,28.93,3012.84,0,1
TXN008763,1798.84,Card,Bank Decline,1163,24,4,0,1.84,350.95,1,1
TXN008764,607.76,Net Banking,Bank Decline,588,15,8,0,2.34,361.6,1,1
TXN008765,1010.41,UPI,Authentication Failed,125,11,2,2,1.37,891.71,1,0
TXN008766,1443.55,Net Banking,Limit Exceeded,699,24,5,2,18.03,3648.08,0,0
TXN008767,191.09,Net Banking,Network Error,1213,14,5,1,15.56,1125.23,0,1
TXN008768,257.61,UPI,Bank Decline,1488,13,7,1,8.74,388.95,0,0
TXN008769,2486.21,UPI,Expired Card,341,20,2,0,1.45,1502.65,0,0
TXN008770,603.43,UPI,Limit Exceeded,643,19,6,0,10.26,1602.11,0,0
TXN008771,629.74,UPI,Network Error,237,23,2,1,8.89,1141.66,0,1
TXN008772,1273.84,UPI,Limit Exceeded,317,19,2,0,1.88,555.2,0,1
TXN008773,775.02,Card,Limit Exceeded,9,18,4,1,7.81,407.53,0,0
TXN008774,1596.92,UPI,Network Error,691,23,4,0,32.7,918.38,0,1
TXN008775,1047.32,Net Banking,Bank Decline,87,30,4,0,40.69,1687.13,0,1
TXN008776,1311.26,UPI,Limit Exceeded,1305,16,1,0,5.17,1301.08,1,1
TXN008777,583.08,Wallet,Insufficient Funds,394,21,6,1,6.03,1851.2,0,0
TXN008778,1305.36,UPI,Limit Exceeded,833,19,4,1,6.05,1202.28,0,1
TXN008779,2964.85,Net Banking,Limit Exceeded,1375,18,4,0,17.72,915.87,1,1
TXN008780,657.88,UPI,Limit Exceeded,225,21,4,0,8.44,2302.18,0,1
TXN008781,2499.35,UPI,Network Error,658,21,3,0,19.95,1051.26,0,1
TXN008782,1046.91,Net Banking,Insufficient Funds,69,9,1,1,0.13,724.58,0,1
TXN008783,2123.95,UPI,Insufficient Funds,446,16,7,0,17.26,262.9,0,0
TXN008784,1231.38,Card,Limit Exceeded,1057,27,6,2,8.75,667.09,0,0
TXN008785,1064.15,Card,Authentication Failed,714,13,5,0,17.77,1066.94,0,0
TXN008786,1502.31,Card,Expired Card,1411,19,3,1,44.56,405.11,0,1
TXN008787,3268.99,Card,Insufficient Funds,1278,21,2,1,59.05,1149.82,0,0
TXN008788,1356.26,Card,Authentication Failed,1184,15,8,3,14.41,3149.27,1,1
TXN008789,1686.95,UPI,Authentication Failed,216,19,4,0,3.5,634.52,0,1
TXN008790,787.11,Card,Bank Decline,1052,17,3,1,46.95,858.57,1,1
TXN008791,4508.85,Net Banking,Network Error,1049,15,3,1,11.78,1883.1,0,1
TXN008792,1951.4,UPI,Limit Exceeded,515,19,4,1,8.07,1415.61,0,0
TXN008793,1176.07,UPI,Limit Exceeded,680,19,3,2,2.77,533.73,0,0
TXN008794,982.02,Card,Authentication Failed,657,14,2,1,44.1,1107.84,1,0
TXN008795,2644.18,Card,Insufficient Funds,894,16,2,1,60.66,1789.64,0,0
TXN008796,635.5,UPI,Network Error,1459,19,5,0,59.62,582.53,1,0
TXN008797,220.39,UPI,Expired Card,43,19,6,4,11.22,1117.15,1,1
TXN008798,1170.47,Card,Authentication Failed,413,17,3,1,34.38,527.67,0,0
TXN008799,3200.31,UPI,Authentication Failed,430,20,1,2,21.83,926.14,1,0
TXN008800,4592.49,Card,Authentication Failed,689,13,8,0,11.37,479.98,0,0
TXN008801,995.69,Card,Network Error,344,16,3,0,31.86,506.42,0,1
TXN008802,1140.51,UPI,Limit Exceeded,1301,14,7,0,11.42,2895.37,0,0
TXN008803,1750.36,Card,Bank Decline,925,17,4,3,27.82,901.96,0,1
TXN008804,864.44,Wallet,Bank Decline,773,21,3,3,55.3,4163.28,0,0
TXN008805,1745.45,Card,Bank Decline,658,18,3,0,19.56,778.07,1,1
TXN008806,1015.5,Net Banking,Limit Exceeded,954,22,2,0,49.19,1407.31,1,0
TXN008807,2725.02,UPI,Authentication Failed,1492,14,4,1,13.75,1949.62,0,1
TXN008808,2102.08,Card,Bank Decline,1345,11,4,0,4.66,1359.74,0,0
TXN008809,2273.79,UPI,Insufficient Funds,1088,18,2,1,14.96,715.18,0,1
TXN008810,911.61,UPI,Limit Exceeded,382,17,3,0,14.23,1621.87,0,1
TXN008811,6206.39,UPI,Network Error,1486,17,7,1,5.48,346.59,0,0
TXN008812,1695.14,UPI,Authentication Failed,413,26,3,0,20.85,1107.32,1,1
TXN008813,1370.0,Net Banking,Bank Decline,1415,11,3,0,3.04,1806.31,0,1
TXN008814,552.89,UPI,Insufficient Funds,62,21,4,1,11.99,897.25,1,0
TXN008815,1004.89,Card,Network Error,1489,20,1,1,5.1,290.7,0,1
TXN008816,1215.54,Card,Insufficient Funds,481,21,5,1,70.37,940.11,1,0
TXN008817,539.74,Card,Bank Decline,23,20,4,0,4.04,1837.51,1,0
TXN008818,842.96,UPI,Insufficient Funds,439,18,5,1,53.57,343.52,0,1
TXN008819,944.62,Card,Bank Decline,243,17,5,0,47.69,1178.1,1,0
TXN008820,1153.24,UPI,Insufficient Funds,313,9,1,3,7.93,1092.24,0,1
TXN008821,224.43,UPI,Authentication Failed,439,22,1,0,0.34,1234.15,1,0
TXN008822,970.93,Wallet,Bank Decline,30,15,6,1,23.58,586.05,0,0
TXN008823,780.85,UPI,Bank Decline,1330,19,6,1,3.08,3292.1,0,1
TXN008824,1076.21,UPI,Authentication Failed,1268,16,4,0,18.3,1207.87,0,1
TXN008825,2784.29,Net Banking,Expired Card,1020,17,4,1,4.0,1507.26,0,1
TXN008826,6954.58,UPI,Network Error,687,13,3,0,0.4,1398.11,0,1
TXN008827,2019.37,Card,Expired Card,958,15,1,0,0.65,649.1,0,0
TXN008828,361.05,UPI,Limit Exceeded,1318,14,4,3,18.41,2708.75,1,0
TXN008829,803.63,UPI,Authentication Failed,421,17,4,0,31.76,170.72,0,0
TXN008830,1875.01,UPI,Expired Card,759,15,5,1,36.67,1195.39,1,0
TXN008831,1694.19,UPI,Authentication Failed,1430,19,3,2,17.38,2028.7,0,1
TXN008832,2666.69,UPI,Network Error,422,17,6,2,7.43,1229.12,1,1
TXN008833,1004.64,Card,Bank Decline,882,18,2,0,15.28,1521.72,0,0
TXN008834,790.65,Card,Authentication Failed,816,20,5,2,19.95,758.47,0,0
TXN008835,5309.12,Net Banking,Network Error,896,21,2,2,17.38,1157.06,0,1
TXN008836,1156.1,UPI,Authentication Failed,1281,15,3,1,4.86,1256.75,1,1
TXN008837,439.22,Card,Insufficient Funds,683,21,4,0,17.0,698.69,1,1
TXN008838,4136.56,Card,Bank Decline,406,18,4,0,9.63,2779.36,0,0
TXN008839,285.29,Net Banking,Authentication Failed,859,13,4,0,10.84,3366.84,0,0
TXN008840,50.0,UPI,Bank Decline,147,6,3,1,21.35,1147.28,0,0
TXN008841,2191.73,Card,Authentication Failed,384,9,7,0,19.24,795.79,1,0
TXN008842,2488.99,Net Banking,Authentication Failed,1150,19,5,0,4.02,1124.8,1,0
TXN008843,1591.79,UPI,Authentication Failed,1368,20,3,0,0.02,1481.54,1,0
TXN008844,339.61,Net Banking,Network Error,456,14,1,3,34.75,1193.05,0,1
TXN008845,1040.04,UPI,Expired Card,894,13,2,0,21.64,1623.71,0,0
TXN008846,853.76,Card,Authentication Failed,1191,20,3,1,40.11,1351.81,0,0
TXN008847,676.17,Net Banking,Limit Exceeded,1135,17,3,0,5.65,1147.21,0,1
TXN008848,3908.32,Card,Expired Card,856,13,4,1,77.76,419.14,0,0
TXN008849,427.52,Card,Authentication Failed,98,18,3,1,10.21,3912.51,1,1
TXN008850,1457.52,UPI,Expired Card,491,19,4,3,44.66,601.19,0,0
TXN008851,3211.98,Net Banking,Authentication Failed,1449,15,3,1,18.51,966.35,0,0
TXN008852,1545.8,Card,Insufficient Funds,427,15,3,0,5.81,528.55,0,0
TXN008853,3350.97,UPI,Insufficient Funds,722,12,3,3,7.33,1299.93,0,0
TXN008854,1821.37,Card,Bank Decline,558,19,2,0,18.08,3801.25,0,0
TXN008855,1613.91,Card,Bank Decline,910,21,3,0,20.49,1175.44,0,0
TXN008856,1525.61,UPI,Limit Exceeded,1084,19,2,2,14.4,552.75,0,1
TXN008857,1904.74,UPI,Insufficient Funds,607,18,2,1,53.22,1909.32,0,0
TXN008858,775.12,UPI,Authentication Failed,1127,25,3,1,19.1,2427.18,0,0
TXN008859,339.79,Card,Bank Decline,191,15,3,0,3.25,734.23,0,1
TXN008860,2588.0,Card,Bank Decline,1463,18,5,0,0.99,2326.35,0,1
TXN008861,3119.94,Card,Bank Decline,971,21,3,1,31.63,1496.93,0,1
TXN008862,1375.79,Net Banking,Network Error,1155,14,4,0,6.22,2649.06,0,0
TXN008863,669.45,Net Banking,Insufficient Funds,1364,15,6,0,67.75,897.64,0,0
TXN008864,269.9,Card,Insufficient Funds,1294,29,2,0,23.77,3247.38,0,0
TXN008865,1184.68,UPI,Limit Exceeded,858,19,8,0,6.28,1605.56,0,0
TXN008866,325.69,Card,Insufficient Funds,197,23,3,3,54.53,1722.15,0,1
TXN008867,287.12,UPI,Bank Decline,1251,14,4,3,1.12,683.42,0,1
TXN008868,1076.36,Card,Limit Exceeded,205,19,3,3,12.48,947.73,0,1
TXN008869,551.48,Card,Insufficient Funds,350,18,4,0,3.21,1805.45,1,1
TXN008870,1496.34,UPI,Bank Decline,180,15,5,1,46.4,1437.58,1,1
TXN008871,950.16,Net Banking,Insufficient Funds,223,25,2,1,0.6,1550.29,1,0
TXN008872,635.26,UPI,Bank Decline,1236,10,1,1,23.82,3630.02,0,0
TXN008873,236.41,Card,Expired Card,1403,11,2,1,35.69,529.22,1,1
TXN008874,508.98,UPI,Insufficient Funds,180,13,1,0,5.85,1203.44,1,1
TXN008875,526.09,Net Banking,Authentication Failed,84,18,2,3,23.51,768.16,1,0
TXN008876,364.03,UPI,Authentication Failed,1353,27,5,0,1.65,805.99,1,0
TXN008877,815.55,UPI,Insufficient Funds,582,18,2,2,3.13,1800.2,1,1
TXN008878,390.52,UPI,Authentication Failed,1414,12,6,0,57.53,223.24,0,0
TXN008879,946.37,UPI,Bank Decline,847,22,4,0,4.61,333.23,1,1
TXN008880,1361.54,UPI,Insufficient Funds,443,19,0,0,6.2,1105.22,1,1
TXN008881,521.36,Card,Insufficient Funds,205,12,2,0,40.28,1427.08,0,1
TXN008882,1608.2,Card,Bank Decline,608,15,6,1,6.23,482.39,0,1
TXN008883,322.07,UPI,Network Error,1037,26,2,3,13.07,718.8,0,0
TXN008884,403.04,UPI,Bank Decline,1293,20,2,2,6.35,916.92,0,1
TXN008885,990.4,Net Banking,Limit Exceeded,1010,19,2,0,22.53,2604.17,1,1
TXN008886,2035.17,Card,Expired Card,640,21,5,1,64.09,1462.91,0,0
TXN008887,2393.85,Card,Bank Decline,634,24,5,0,2.22,986.54,0,1
TXN008888,4680.46,Card,Limit Exceeded,531,19,7,0,29.07,826.86,1,1
TXN008889,781.39,UPI,Authentication Failed,969,15,6,0,15.22,1629.1,0,1
TXN008890,977.74,UPI,Insufficient Funds,1050,27,4,0,14.05,590.41,1,1
TXN008891,432.94,UPI,Bank Decline,260,16,2,1,17.41,1036.88,0,0
TXN008892,354.82,Net Banking,Bank Decline,604,18,5,0,31.05,1172.55,0,0
